declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
5063,2,NY,New York                      ,0,2005-07-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-06-06T00:00:00.000Z,2005-07-18T00:00:00.000Z,Turndown,2005-12-08T00:00:00.000Z,1,0,1,1,2005061401,2005-06-06T00:00:00.000Z,46aee854-ac68-49ba-815b-d14c3c500525
5064,2,NJ,New Jersey                    ,0,2005-07-21T00:00:00.000Z,Major Disaster,NJ - Severe Storms and Flooding,Severe Storm,2005-07-17T00:00:00.000Z,2005-07-17T00:00:00.000Z,Turndown,2005-10-03T00:00:00.000Z,1,0,0,1,2005072501,2005-07-17T00:00:00.000Z,5d914cb1-285d-422f-97e0-26581fba863e
5072,1,NH,New Hampshire                 ,0,2005-08-04T00:00:00.000Z,Major Disaster,NH -- Rain and Flash Flooding,Flood,2005-06-06T00:00:00.000Z,2005-06-29T00:00:00.000Z,Turndown,2005-12-21T00:00:00.000Z,0,0,1,1,2005071201,2005-06-06T00:00:00.000Z,33541ce5-5c11-4f6d-bcd2-65af70dff9ee
5077,5,WI,Wisconsin                     ,0,2005-08-25T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Heavy Rains",Tornado,2005-08-18T00:00:00.000Z,2005-08-18T00:00:00.000Z,Turndown,2005-12-19T00:00:00.000Z,1,0,1,1,2005081901,2005-08-18T00:00:00.000Z,0c5a3ee2-e448-43a8-8f7d-6b4b7b1bdf64
5145,4,MS,Mississippi                   ,0,2005-10-12T00:00:00.000Z,Major Disaster,Hurricane Rita,Hurricane,2005-09-23T00:00:00.000Z,,Turndown,2005-11-04T00:00:00.000Z,1,0,1,1,2005091801,2005-09-23T00:00:00.000Z,01ea16c0-f7ee-4381-a250-672ae21bdc4b
5148,2,NJ,New Jersey                    ,0,2005-10-18T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-10-07T00:00:00.000Z,2005-10-14T00:00:00.000Z,Turndown,2005-12-23T00:00:00.000Z,1,0,1,1,2005102001,2005-10-07T00:00:00.000Z,4ebbf632-1f68-4d65-8e5f-f411ec205f0f
5159,7,IA,Iowa                          ,0,2005-11-21T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2005-11-12T00:00:00.000Z,2005-11-12T00:00:00.000Z,Turndown,2005-12-13T00:00:00.000Z,1,0,0,0,2005111401,2005-11-12T00:00:00.000Z,e296b4d8-b9f4-42fd-8e03-a5b92d20e853
5160,2,NY,New York                      ,0,2005-11-23T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-10-07T00:00:00.000Z,2005-10-17T00:00:00.000Z,Turndown,2006-02-28T00:00:00.000Z,1,0,1,1,2005102501,2005-10-07T00:00:00.000Z,2599f963-fa57-4502-8e72-ba08a1c197cb
5161,1,RI,Rhode Island                  ,0,2005-11-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2005-10-07T00:00:00.000Z,2005-10-15T00:00:00.000Z,Turndown,2006-02-03T00:00:00.000Z,1,0,0,1,2005102201,2005-10-07T00:00:00.000Z,7d70f2d7-f6df-4d49-8f1b-9f70d6bd89f1
5162,5,IN,Indiana                       ,0,2005-12-03T00:00:00.000Z,Major Disaster,"Tornadoes, Severe Storms, and Flooding",Tornado,2005-11-15T00:00:00.000Z,2005-11-15T00:00:00.000Z,Turndown,2005-12-21T00:00:00.000Z,1,0,0,0,2005111602,2005-11-15T00:00:00.000Z,047cc5c9-b07f-4063-b03f-4dd4966f477c
6073,9,CA,California                    ,0,2006-02-26T00:00:00.000Z,Emergency,Threat of Levee Failure,Other,2005-12-29T00:00:00.000Z,,Turndown,2006-05-02T00:00:00.000Z,0,0,1,0,2006030401,2005-12-29T00:00:00.000Z,8e7fccef-464d-458c-b653-1ae5ace15e6b
6078,4,KY,Kentucky                      ,0,2006-04-07T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2006-04-02T00:00:00.000Z,2006-04-02T00:00:00.000Z,Turndown,2006-06-01T00:00:00.000Z,1,0,0,1,2006040401,2006-04-02T00:00:00.000Z,a170d0e6-58b1-4000-8595-3f6b075b58f3
6082,7,IA,Iowa                          ,0,2006-04-19T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Straight Line Winds",Severe Storm,2006-04-13T00:00:00.000Z,2006-04-14T00:00:00.000Z,Turndown,2006-08-08T00:00:00.000Z,1,0,1,1,2006041401,2006-04-13T00:00:00.000Z,8d9b50a9-bae8-46a9-bbbb-7278959c995e
6099,4,SC,South Carolina                ,0,2006-06-13T00:00:00.000Z,Emergency,Mill Fire,Fire,2006-06-06T00:00:00.000Z,2006-06-13T00:00:00.000Z,Turndown,2006-07-11T00:00:00.000Z,0,0,1,0,2006061401,2006-06-06T00:00:00.000Z,d31ecca9-2a71-4bd0-8ac8-6e725d03a97c
6120,6,NM,New Mexico                    ,0,2006-07-14T00:00:00.000Z,Major Disaster,Flash Flood,Flood,2006-06-22T00:00:00.000Z,2006-06-22T00:00:00.000Z,Turndown,2006-08-23T00:00:00.000Z,1,0,0,1,2006063001,2006-06-22T00:00:00.000Z,ef46f87c-6a62-4649-8905-19db9e385468
6123,10,OR,Oregon                        ,0,2006-06-02T00:00:00.000Z,Major Disaster,Curtailment of the Salmon Fishing Season,Drought,2006-03-15T00:00:00.000Z,,Turndown,2006-08-14T00:00:00.000Z,0,0,0,1,2006071301,2006-03-15T00:00:00.000Z,92eb81b2-c6e0-4127-95f5-bac220c22fcc
6127,1,CT,Connecticut                   ,0,2006-07-27T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-06-02T00:00:00.000Z,2006-06-02T00:00:00.000Z,Turndown,2006-12-21T00:00:00.000Z,0,0,1,1,2006061903,2006-06-02T00:00:00.000Z,beaa7100-2d80-49a0-a329-2903702cd16c
6128,5,IL,Illinois                      ,0,2006-07-26T00:00:00.000Z,Major Disaster,Severe Storms,Severe Storm,2006-07-19T00:00:00.000Z,2006-07-21T00:00:00.000Z,Turndown,2006-10-13T00:00:00.000Z,1,0,1,1,2006072503,2006-07-19T00:00:00.000Z,68f43245-e652-4960-8b53-52ebd4b4627c
6150,6,TX,Texas                         ,0,2006-08-24T00:00:00.000Z,Major Disaster,Drought and Fire Hazard,Drought,2006-06-01T00:00:00.000Z,,Turndown,2006-10-03T00:00:00.000Z,1,0,1,1,2006083001,2006-06-01T00:00:00.000Z,75a96015-e234-44cc-ac57-44e5a7e7effb
6153,5,IL,Illinois                      ,0,2006-09-11T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-09-04T00:00:00.000Z,2006-09-04T00:00:00.000Z,Turndown,2006-12-29T00:00:00.000Z,1,0,0,1,2006090501,2006-09-04T00:00:00.000Z,65d2be14-8986-4dee-afa8-a60dc01a6d9f
6158,7,MO,Missouri                      ,0,2006-09-28T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2006-09-22T00:00:00.000Z,2006-09-24T00:00:00.000Z,Turndown,2006-11-30T00:00:00.000Z,1,0,0,1,2006092401,2006-09-22T00:00:00.000Z,43be2bf4-92fd-4dba-b32a-4837555a4e2b
6168,6,TX,Texas                         ,0,2006-10-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-10-15T00:00:00.000Z,,Turndown,2007-01-04T00:00:00.000Z,1,0,1,1,2006103101,2006-10-15T00:00:00.000Z,23d1e809-c6a6-4f22-9f70-70e2c5b5e308
7785,8,CO,Colorado                      ,0,2007-01-05T00:00:00.000Z,Emergency,Severe Winter Storms,Severe Storm,2006-12-18T00:00:00.000Z,2006-12-31T00:00:00.000Z,Turndown,2007-01-12T00:00:00.000Z,0,0,1,0,2007010602,2006-12-18T00:00:00.000Z,49055409-3822-4b57-abcd-6818851b2ebd
7798,10,WA,Washington                    ,0,2007-02-05T00:00:00.000Z,Major Disaster,Windstorm,Severe Storm,2007-01-05T00:00:00.000Z,2007-01-07T00:00:00.000Z,Turndown,2007-03-02T00:00:00.000Z,0,0,1,1,2007013101,2007-01-05T00:00:00.000Z,80c30c0b-f214-465e-a1ba-2aa3ab820c7e
7803,6,AR,Arkansas                      ,0,2007-02-27T00:00:00.000Z,Emergency,Severe Storms and Tornadoes,Severe Storm,2007-02-24T00:00:00.000Z,2007-02-24T00:00:00.000Z,Turndown,2007-03-08T00:00:00.000Z,0,0,0,0,2007022602,2007-02-24T00:00:00.000Z,dbd55fb5-a471-4562-aa02-af7c90c63bfa
7807,10,WA,Washington                    ,0,2007-03-06T00:00:00.000Z,Emergency,Landslide,Mud/Landslide,2007-02-05T00:00:00.000Z,,Turndown,2007-06-21T00:00:00.000Z,0,0,1,0,2007021602,2007-02-05T00:00:00.000Z,4e668cd6-447e-409b-8285-cb47b7a1bba2
7819,6,TX,Texas                         ,0,2007-04-19T00:00:00.000Z,Major Disaster,TX Severe Storms & Flooding-3-29-07,Severe Storm,2007-03-29T00:00:00.000Z,2007-03-31T00:00:00.000Z,Turndown,2007-05-15T00:00:00.000Z,0,0,1,1,2007042302,2007-03-29T00:00:00.000Z,67f0326f-dcac-4f75-9b37-0d5e13146d77
7841,4,FL,Florida                       ,0,2007-05-25T00:00:00.000Z,Emergency,FL Fires,Fire,2007-03-25T00:00:00.000Z,,Turndown,2007-06-27T00:00:00.000Z,0,0,1,0,2007052601,2007-03-25T00:00:00.000Z,91b624a5-13ff-46d0-89ed-dda79bc0c493
7844,4,GA,Georgia                       ,0,2007-06-01T00:00:00.000Z,Emergency,GA Fires,Fire,2007-03-29T00:00:00.000Z,,Turndown,2007-06-27T00:00:00.000Z,0,0,1,0,2007060201,2007-03-29T00:00:00.000Z,ff5331a8-c803-45b6-a09d-aa99ce6d2837
7848,10,AK,Alaska                        ,0,2007-06-11T00:00:00.000Z,Major Disaster,AK-Flood Watch-01-26-2007,Flood,2007-01-25T00:00:00.000Z,2007-02-04T00:00:00.000Z,Turndown,2007-07-27T00:00:00.000Z,0,0,1,1,2007012603,2007-01-25T00:00:00.000Z,e9c8686b-b4fe-451d-8c2a-ff539b5966e3
7849,7,IA,Iowa                          ,0,2007-06-05T00:00:00.000Z,Major Disaster,IA- Severe Storms and Flooding,Severe Storm,2007-06-01T00:00:00.000Z,2007-06-01T00:00:00.000Z,Turndown,2007-06-22T00:00:00.000Z,1,0,1,1,2007062001,2007-06-01T00:00:00.000Z,b11e394c-57ad-4a4b-8796-5349cc9953b3
7860,7,MO,Missouri                      ,0,2007-07-03T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2007-06-04T00:00:00.000Z,,Turndown,2007-12-05T00:00:00.000Z,1,0,1,1,2007062602,2007-06-04T00:00:00.000Z,2cb442b7-dbe7-4fad-9d8e-4d4d7695d26f
7911,6,TX,Texas                         ,0,2007-09-20T00:00:00.000Z,Major Disaster,Hurricane Humberto,Hurricane,2007-09-13T00:00:00.000Z,2007-09-13T00:00:00.000Z,Turndown,2007-10-16T00:00:00.000Z,1,0,1,1,2007091703,2007-09-13T00:00:00.000Z,d869ff9a-40b7-4dab-9744-fa39582869d6
7913,4,GA,Georgia                       ,0,2007-10-20T00:00:00.000Z,Major Disaster,Drought Conditions,Drought,2007-09-28T00:00:00.000Z,,Turndown,2008-03-03T00:00:00.000Z,0,0,1,1,2007102205,2007-09-28T00:00:00.000Z,91e58aae-51b6-4b04-8835-860d027e24a0
7926,5,IN,Indiana                       ,0,2007-11-02T00:00:00.000Z,Major Disaster,Severe Storms and a Tornado,Severe Storm,2007-10-18T00:00:00.000Z,2007-10-18T00:00:00.000Z,Turndown,2008-01-04T00:00:00.000Z,1,0,0,1,2007101901,2007-10-18T00:00:00.000Z,32062c7b-690f-4f23-b953-ec95278cecc0
8009,4,AL,Alabama                       ,0,2008-02-08T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, Straight-line Winds, an ",Severe Storm,2008-02-05T00:00:00.000Z,2008-02-06T00:00:00.000Z,Turndown,2008-03-24T00:00:00.000Z,1,0,1,1,2008020601,2008-02-05T00:00:00.000Z,3ae5ff3d-03f9-4fc5-a8ba-b3f885b3677d
8022,6,AR,Arkansas                      ,0,2008-02-26T00:00:00.000Z,Emergency,Ft Chaffee Fire,Fire,2008-01-29T00:00:00.000Z,2008-01-29T00:00:00.000Z,Turndown,2008-05-14T00:00:00.000Z,0,0,1,0,2008022702,2008-01-29T00:00:00.000Z,04a5cd4f-f056-433c-9fe7-745e024d0c72
8046,4,SC,South Carolina                ,0,2008-03-24T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2008-03-15T00:00:00.000Z,2008-03-15T00:00:00.000Z,Turndown,2008-04-01T00:00:00.000Z,1,0,0,1,2008032501,2008-03-15T00:00:00.000Z,1f69ec9e-e875-41ce-bc1e-c9b9f7bc7273
8049,1,ME,Maine                         ,0,2008-03-28T00:00:00.000Z,Emergency,Record Snowfall,Snowstorm,2008-03-19T00:00:00.000Z,2008-03-22T00:00:00.000Z,Turndown,2008-05-21T00:00:00.000Z,0,0,1,0,2008032801,2008-03-19T00:00:00.000Z,7f4fa239-dfce-4b0c-9f57-8c0069809b2a
8052,5,IL,Illinois                      ,0,2008-04-08T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2008-03-17T00:00:00.000Z,,Turndown,2008-08-20T00:00:00.000Z,1,0,0,1,2008032001,2008-03-17T00:00:00.000Z,5c055f80-5b0d-4c3c-b2fd-c52c779f9564
8055,9,CA,California                    ,0,2008-02-19T00:00:00.000Z,Emergency,Martin's Ferry Bridge,Other,2007-12-03T00:00:00.000Z,2008-06-01T00:00:00.000Z,Turndown,2008-04-30T00:00:00.000Z,0,0,1,0,2008011701,2008-01-17T00:00:00.000Z,425034e5-614a-4614-8118-f2ab255dd06e
8070,7,MO,Missouri                      ,0,2008-05-15T00:00:00.000Z,Major Disaster,Severe storms and tornadoes,Severe Storm,2008-05-01T00:00:00.000Z,2008-05-03T00:00:00.000Z,Turndown,2008-06-20T00:00:00.000Z,1,0,1,1,2008050802,2008-05-01T00:00:00.000Z,e70e1239-324d-4de3-beab-dab6c583b38b
8081,6,LA,Louisiana                     ,0,2008-06-03T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2008-05-13T00:00:00.000Z,2008-05-15T00:00:00.000Z,Turndown,2008-08-08T00:00:00.000Z,1,0,0,1,2008051901,2008-05-13T00:00:00.000Z,820cb1b8-d5ee-48e6-978f-0f7858d866d6
8088,4,GA,Georgia                       ,0,2008-05-28T00:00:00.000Z,Major Disaster,Cherokee County Tornado,Tornado,2008-05-20T00:00:00.000Z,2008-05-20T00:00:00.000Z,Turndown,2008-07-23T00:00:00.000Z,1,0,1,1,2008061301,2008-05-20T00:00:00.000Z,056ebaec-d318-4ee4-ba41-450205355149
8113,10,OR,Oregon                        ,0,2008-05-30T00:00:00.000Z,Major Disaster,OR-Fishery Closure-06-06-2008,Fishing Losses,2008-03-15T00:00:00.000Z,,Turndown,2008-07-11T00:00:00.000Z,0,0,0,1,2008060601,2008-03-15T00:00:00.000Z,c0c51017-9254-4c6e-a25a-7ac501e66cd9
8128,9,CA,California                    ,0,2008-08-19T00:00:00.000Z,Major Disaster,Wildfires,Fire,2008-05-22T00:00:00.000Z,,Turndown,2008-10-23T00:00:00.000Z,1,0,1,1,2008062201,2008-06-20T00:00:00.000Z,f26a1af1-05f8-45f3-998a-a51e60e1b326
8130,6,TX,Texas                         ,0,2008-08-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2008-08-18T00:00:00.000Z,,Turndown,2008-10-23T00:00:00.000Z,1,0,1,1,2008082201,2008-08-18T00:00:00.000Z,c828ec59-6570-41ed-b8da-7e27b5d83f19
8136,4,FL,Florida                       ,0,2008-08-31T00:00:00.000Z,Emergency,Hurricane Gustav,Hurricane,2008-08-31T00:00:00.000Z,,Turndown,2008-09-22T00:00:00.000Z,0,0,1,0,2008082602,2008-08-29T00:00:00.000Z,fd44bd6a-01a6-4b6f-9ab5-7c263fd8a04c
8150,4,AL,Alabama                       ,0,2008-09-12T00:00:00.000Z,Emergency,Hurricane Ike,Hurricane,2008-09-12T00:00:00.000Z,,Turndown,2008-09-26T00:00:00.000Z,0,0,1,0,2008090202,2008-09-14T00:00:00.000Z,d04d799a-ac04-4c79-88fa-019005cccf7e
8152,6,TX,Texas                         ,0,2008-09-18T00:00:00.000Z,Emergency,Severe Storms and Flooding,Severe Storm,2008-09-12T00:00:00.000Z,,Turndown,2008-10-06T00:00:00.000Z,0,0,1,0,2008091803,2008-09-12T00:00:00.000Z,14662fd1-e31f-4431-b903-e94eb7dbcee0
8155,4,MS,Mississippi                   ,0,2008-09-08T00:00:00.000Z,Emergency,Hurricane Ike,Hurricane,2008-09-08T00:00:00.000Z,,Turndown,2008-09-22T00:00:00.000Z,0,0,1,0,2008090202,2008-09-14T00:00:00.000Z,e442994f-5402-40f2-aec4-6e27ca4605ac
8164,6,OK,Oklahoma                      ,0,2008-09-18T00:00:00.000Z,Major Disaster,OK-Severe Storms-TS Lowel 9/11/2008(2),Severe Storm,2008-09-11T00:00:00.000Z,2008-09-19T00:00:00.000Z,Turndown,2008-10-06T00:00:00.000Z,1,0,0,1,2008100201,2008-09-11T00:00:00.000Z,4872c825-adcf-4d44-9a65-bcfda0f83ee2
8165,9,FM,Federated States of Micronesia,0,2008-07-31T00:00:00.000Z,Major Disaster,High Tides and Drought,Other,2008-03-11T00:00:00.000Z,,Turndown,2008-10-06T00:00:00.000Z,0,0,0,0,2008031101,2008-03-11T00:00:00.000Z,ac41dbd1-124a-4b7f-a4c4-e48ce4173a76
8167,4,FL,Florida                       ,0,2008-10-07T00:00:00.000Z,Major Disaster,Hurricane Ike,Hurricane,2008-09-08T00:00:00.000Z,2008-09-12T00:00:00.000Z,Turndown,2008-12-18T00:00:00.000Z,0,0,1,1,2008100804,2008-09-08T00:00:00.000Z,da7147e0-715f-4496-a735-58f6fd39e676
8174,4,NC,North Carolina                ,0,2008-10-24T00:00:00.000Z,Major Disaster,94L Non-Tropical Low,Coastal Storm,2008-09-24T00:00:00.000Z,2008-09-28T00:00:00.000Z,Turndown,2008-11-05T00:00:00.000Z,0,0,1,0,2008092901,2008-09-25T00:00:00.000Z,0f3060b1-af6e-4e3d-bb43-e8f340284837
9006,3,MD,Maryland                      ,0,2009-01-09T00:00:00.000Z,Emergency,56th Presidential Inauguration,Other,2009-01-17T00:00:00.000Z,2009-01-21T00:00:00.000Z,Turndown,2009-04-10T00:00:00.000Z,0,0,1,0,2009010801,2009-01-17T00:00:00.000Z,8e55005c-5aed-4dbd-9776-34d44d4b10d8
9008,3,VA,Virginia                      ,0,2009-01-13T00:00:00.000Z,Emergency,56th Presidential Inauguration,Other,2009-01-17T00:00:00.000Z,2009-01-21T00:00:00.000Z,Turndown,2009-04-10T00:00:00.000Z,0,0,1,0,2009010801,2009-01-17T00:00:00.000Z,dd44f17f-4203-4cdd-a094-19fd3b8e4ee9
9022,6,TX,Texas                         ,0,2009-02-25T00:00:00.000Z,Emergency,Extreme Fire Hazard,Fire,2009-01-16T00:00:00.000Z,,Turndown,2009-05-06T00:00:00.000Z,0,0,1,0,2009022501,2009-01-16T00:00:00.000Z,7e6077c4-02c1-457d-8c4b-d9823d8a0df0
9027,8,ND,North Dakota                  ,0,2009-02-19T00:00:00.000Z,Emergency,Snow,Snowstorm,2008-11-04T00:00:00.000Z,,Turndown,2009-05-20T00:00:00.000Z,0,0,1,0,2009030301,2008-11-04T00:00:00.000Z,a4d3f196-586f-429d-94ed-416355b34f51
9056,6,TX,Texas                         ,0,2009-04-16T00:00:00.000Z,Major Disaster,Wildfires,Fire,2009-04-07T00:00:00.000Z,,Turndown,2009-05-08T00:00:00.000Z,1,0,1,1,2009041702,2009-04-07T00:00:00.000Z,c5e74431-e067-4be2-939c-e289091fb44c
9076,6,OK,Oklahoma                      ,0,2009-05-21T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2009-04-25T00:00:00.000Z,2009-05-16T00:00:00.000Z,Turndown,2009-09-02T00:00:00.000Z,0,0,1,1,2009052601,2009-04-25T00:00:00.000Z,701a0c3b-2422-4cb5-b11c-73c66522ec1e
9082,3,PA,Pennsylvania                  ,0,2009-06-29T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2009-05-28T00:00:00.000Z,,Turndown,2009-09-03T00:00:00.000Z,1,0,0,1,2009062601,2009-05-28T00:00:00.000Z,bc228628-e640-40fc-8c9e-870b4a50332f
9085,9,CA,California                    ,0,2009-06-19T00:00:00.000Z,Major Disaster,Drought,Drought,2009-04-14T00:00:00.000Z,,Turndown,2009-10-19T00:00:00.000Z,0,0,0,0,2009071001,2009-06-19T00:00:00.000Z,2ca672b7-2f79-4aba-ba90-1a4f67bbfa69
9095,6,TX,Texas                         ,0,2009-08-18T00:00:00.000Z,Emergency,Extreme Fire Hazard,Fire,2009-07-15T00:00:00.000Z,,Turndown,2009-09-16T00:00:00.000Z,0,0,1,0,2009082501,2009-07-15T00:00:00.000Z,5cc47429-3261-4b3a-9f2c-8482a2b09f7e
9109,5,IN,Indiana                       ,0,2009-09-09T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2009-08-04T00:00:00.000Z,2009-08-09T00:00:00.000Z,Turndown,2009-11-03T00:00:00.000Z,1,0,1,1,2009082401,2009-08-04T00:00:00.000Z,41dce6f6-3cd1-4f05-878b-b7197425dc0f
9117,9,AZ,Arizona                       ,0,2008-10-06T00:00:00.000Z,Major Disaster,AZ-Havasupai Flood-08-17-2008,Flood,2008-08-17T00:00:00.000Z,,Turndown,2009-12-04T00:00:00.000Z,0,0,1,1,2008102201,2008-08-17T00:00:00.000Z,5bfba8ba-2c0e-4e81-aece-c5423526a219
10007,4,AL,Alabama                       ,0,2010-02-01T00:00:00.000Z,Major Disaster,Subfreezing Temperatures,Freezing,2010-01-07T00:00:00.000Z,2010-01-12T00:00:00.000Z,Turndown,2010-04-28T00:00:00.000Z,0,0,1,1,2010020101,2010-01-07T00:00:00.000Z,67190732-0157-44be-9e42-47c29b085484
10009,2,NY,New York                      ,0,2010-02-02T00:00:00.000Z,Major Disaster,Snowstorm,Snowstorm,2009-12-18T00:00:00.000Z,2009-12-20T00:00:00.000Z,Turndown,2010-05-10T00:00:00.000Z,0,0,1,1,2010011901,2009-12-19T00:00:00.000Z,8b7b4a2a-c41b-434c-8b1e-79ca51410e78
10034,4,FL,Florida                       ,0,2010-03-18T00:00:00.000Z,Major Disaster,Subfreezing Temperatures,Freezing,2010-01-02T00:00:00.000Z,2010-02-01T00:00:00.000Z,Turndown,2010-04-16T00:00:00.000Z,1,0,0,0,2010032201,2010-01-02T00:00:00.000Z,34366b3e-2cd9-442f-9ccf-e78a5ff8bb25
10056,6,LA,Louisiana                     ,0,2010-05-07T00:00:00.000Z,Major Disaster,Tornado ,Severe Storm,2010-04-24T00:00:00.000Z,2010-04-24T00:00:00.000Z,Turndown,2010-07-23T00:00:00.000Z,1,0,1,1,2010050401,2010-04-24T00:00:00.000Z,5f6959d2-02e2-4eae-9e69-37bb5c707a22
10057,6,AR,Arkansas                      ,0,2010-05-10T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2010-04-30T00:00:00.000Z,,Turndown,2010-05-20T00:00:00.000Z,1,0,0,1,2010050402,2010-04-30T00:00:00.000Z,4774ecc2-f8a3-4692-8249-3715f69f98b4
10063,5,OH,Ohio                          ,0,2010-06-09T00:00:00.000Z,Major Disaster,OH-Tornado-06062010,Tornado,2010-06-05T00:00:00.000Z,2010-06-06T00:00:00.000Z,Turndown,2010-07-30T00:00:00.000Z,1,0,1,1,2010060601,2010-06-06T00:00:00.000Z,e279b01b-1d30-46aa-af95-bf1e0c693f57
10065,5,IL,Illinois                      ,0,2010-06-18T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2010-06-05T00:00:00.000Z,2010-06-05T00:00:00.000Z,Turndown,2010-06-29T00:00:00.000Z,1,0,0,1,2010060602,2010-06-05T00:00:00.000Z,316a17d5-8441-4736-882e-e85c58b0ce2d
10077,6,OK,Oklahoma                      ,0,2010-07-19T00:00:00.000Z,Major Disaster,"Tornadoes, Severe Storms, and Flooding",Severe Storm,2010-07-06T00:00:00.000Z,2010-07-12T00:00:00.000Z,Turndown,2010-07-28T00:00:00.000Z,1,0,0,1,2010070901,2010-07-06T00:00:00.000Z,857217f7-d576-45d4-bd5f-cf160a310226
10098,1,RI,Rhode Island                  ,0,2010-09-02T00:00:00.000Z,Emergency,Hurricane Earl,Hurricane,2010-08-30T00:00:00.000Z,,Turndown,2010-11-03T00:00:00.000Z,0,0,1,0,2010083102,2010-09-01T00:00:00.000Z,6d1370dc-6ee4-459a-aad9-01d324fd43d1
10100,1,CT,Connecticut                   ,0,2010-08-20T00:00:00.000Z,Major Disaster,Severe Storm and Tornado,Tornado,2010-06-24T00:00:00.000Z,2010-06-24T00:00:00.000Z,Turndown,2010-10-08T00:00:00.000Z,1,0,1,1,2010062801,2010-06-24T00:00:00.000Z,3be30e09-a8ca-4679-8525-2f416b44f8cc
10110,6,TX,Texas                         ,0,2010-09-20T00:00:00.000Z,Major Disaster,Trop Storm Hermine ,Other,2010-09-06T00:00:00.000Z,2010-09-10T00:00:00.000Z,Turndown,2010-11-05T00:00:00.000Z,1,0,1,1,2010090701,2010-09-06T00:00:00.000Z,463c07b7-462f-4126-968d-948d5a804a77
10111,9,CA,California                    ,0,2010-09-15T00:00:00.000Z,Major Disaster,Explosions and Fires,Fire,2010-09-09T00:00:00.000Z,2010-09-11T00:00:00.000Z,Turndown,2010-10-28T00:00:00.000Z,1,0,1,1,2010091001,2010-09-09T00:00:00.000Z,452830a4-52b3-4bb6-8570-32e9e3ba6695
11001,7,MO,Missouri                      ,0,2011-01-14T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2010-12-30T00:00:00.000Z,2010-12-31T00:00:00.000Z,Turndown,2011-01-26T00:00:00.000Z,1,0,0,1,2011010101,2010-12-30T00:00:00.000Z,ff0637d0-b95a-4451-bd57-54f34a1c73cd
11009,10,WA,Washington                    ,0,2011-02-14T00:00:00.000Z,Major Disaster,"Severe Winter Storm, Flooding, Landslides, and Mud",Severe Storm,2010-12-08T00:00:00.000Z,2010-12-18T00:00:00.000Z,Turndown,2011-05-17T00:00:00.000Z,0,0,1,1,2011010401,2010-12-08T00:00:00.000Z,7aecf8b1-cece-479f-b570-d095a0d96c70
11024,5,IN,Indiana                       ,0,2011-03-14T00:00:00.000Z,Major Disaster,Severe Winter Storm,Severe Storm,2011-01-31T00:00:00.000Z,2011-02-04T00:00:00.000Z,Turndown,2011-04-20T00:00:00.000Z,0,0,1,1,2011020101,2011-01-31T00:00:00.000Z,47f0f232-4022-419b-a42b-2d02d270edfb
11030,6,LA,Louisiana                     ,0,2011-03-18T00:00:00.000Z,Major Disaster,Tornado,Tornado,2011-03-05T00:00:00.000Z,2011-03-05T00:00:00.000Z,Turndown,2011-05-10T00:00:00.000Z,1,0,1,1,2011031501,2011-03-05T00:00:00.000Z,2da42f9b-81af-4a43-b340-080ff464b659
